id,target
0,8.071708985
2,7.817635742
6,7.993878906
7,8.058920899
10,7.991207032
14,7.876656739
16,8.108085449
17,7.752240235
18,7.860939454
19,7.895585449
21,7.82781543
28,7.906467285
29,7.809511719
30,7.808487305
31,7.990142578
34,8.443283692
35,7.759110352
36,7.99705127
38,7.865462403
40,7.834900391
41,8.193820801
42,7.803853028
43,8.401375489
44,8.342492676
46,7.763867676
47,7.87678711
48,7.844091797
50,8.245240723
53,7.925044434
54,8.207261719
61,8.024951172
63,7.971489258
65,7.978374512
67,8.030743165
74,8.070414063
79,7.724195801
81,7.887091797
84,7.892640625
87,7.975595704
88,7.758127442
89,7.84508252
90,7.807542969
93,7.94928125
94,7.995458496
96,7.940891602
97,8.14598877
101,7.76503711
105,7.666852051
106,7.845386231
110,7.678388184
111,7.956614258
112,7.617437989
115,7.872747071
116,7.952567383
117,7.926931153
125,7.750312989
127,7.978400391
128,8.026277344
129,7.671316895
132,7.830893555
133,7.716775879
134,7.663921876
136,8.660094239
138,7.677056153
141,7.817277344
142,7.736698243
143,7.784700684
144,7.884993653
147,7.765440918
148,7.896513672
155,7.649296876
157,8.066270508
163,7.909208008
164,7.989213868
166,7.989607911
168,7.867100098
172,7.626454102
174,7.793980957
176,8.129428223
179,7.865812989
180,7.944972168
188,8.188124512
199,7.766796875
201,8.109489747
203,8.193155274
206,8.026764161
209,8.209624512
211,7.869763184
214,7.786193848
217,7.977685059
222,8.019499024
223,7.89985254
230,7.728463379
231,7.827140625
234,7.746630372
236,7.541775391
238,7.595547364
246,8.091975098
247,7.596287598
248,7.926789551
249,7.934864258
250,7.449244629
252,7.887061036
253,7.843805176
254,7.591128907
255,7.919815918
256,7.910493164
257,8.017080567
258,8.011565918
260,8.212476074
264,7.571748536
268,7.776950196
269,7.979492188
270,8.318725098
271,8.150797852
272,8.054277344
274,7.672846192
277,7.878806641
279,7.619011719
283,8.108199707
284,7.68030127
285,8.049070313
288,7.834539063
289,8.073294434
291,8.100058594
294,7.832756836
295,7.86898877
296,8.175416992
297,7.796159668
299,7.763742676
301,7.866538574
303,8.519136719
305,7.984672852
306,7.961773926
308,7.725037598
311,8.083437989
312,8.035662598
313,7.76959668
315,7.911092774
319,7.734500977
320,8.006902344
323,7.960709473
324,8.12900586
326,7.803128418
328,7.706971192
329,8.004713379
333,8.017765625
334,8.038684082
335,7.669569824
336,7.906688477
337,7.706902344
338,7.901574708
339,8.036836915
340,7.880401367
341,7.859274414
342,7.957624512
344,7.925316895
346,7.681492676
347,7.957107422
350,7.902637696
351,7.915977539
352,7.856121582
356,7.910315918
360,7.660344239
365,7.972688477
371,8.070754883
377,7.74319629
384,8.066293946
387,7.578545899
388,7.699635742
391,7.693782227
392,7.91079541
398,7.850867188
399,8.19566504
403,8.397019531
404,7.897546387
407,7.964449219
409,7.914453614
410,7.847308594
411,8.211275391
413,8.0623042
414,7.9891792
417,7.912593751
418,8.069914551
420,7.928494141
423,8.00907666
424,8.066101075
426,7.932760254
431,8.222684083
432,7.945653809
433,7.765172364
434,7.968686524
436,8.11540918
438,7.983577149
440,8.159936036
444,8.066097168
445,8.008499024
446,7.736188965
447,7.911144043
448,8.003612793
449,7.639245606
450,8.010808106
453,8.176026368
454,7.903002442
456,8.091086914
457,7.86236084
458,7.717791992
464,7.644569336
465,7.919167969
467,8.011458008
470,7.846885254
471,7.708538575
474,7.739757813
478,7.67334961
480,7.75997168
484,8.063319336
485,8.175163086
487,8.22194336
488,8.043336915
489,7.868751953
491,7.815017579
495,7.797926758
499,8.02884668
500,7.553400879
501,7.839897461
502,7.982519043
503,7.773406739
506,8.340378907
512,8.276996583
516,8.165770997
518,7.772750977
519,7.958278321
521,7.674443848
524,7.876544922
527,7.843544922
528,7.793881836
531,7.788784668
532,8.050111573
533,7.868589844
534,7.912462403
535,7.973955567
537,7.992023926
538,7.738108399
544,8.107302246
548,7.946807618
549,7.933619629
550,8.323836914
554,7.613008301
555,7.717214844
556,8.085657715
558,7.681320801
560,7.75613916
561,7.630325928
564,8.238479493
566,7.70831543
571,7.446159668
572,7.840317871
573,7.912721192
574,8.066748536
575,8.120733399
576,7.844327637
578,7.527979492
579,7.752625977
582,8.145814942
587,7.911133301
588,8.195223633
592,7.803197266
593,7.896910645
606,8.342461915
608,8.0825
610,7.847927246
611,7.813889649
612,7.949153809
613,7.555554688
614,8.159533692
615,7.952541993
617,7.771051758
618,7.898830078
620,7.836615723
623,7.959899415
624,7.885468751
626,7.730248047
628,7.946527344
632,8.096859864
639,8.007057129
645,8.013327149
648,7.955714844
649,7.816280274
650,7.724706543
656,8.061195313
657,7.871133301
660,7.795222168
663,7.930063965
664,7.69240918
665,8.259245117
671,8.035776856
673,7.989843262
674,7.894972168
677,8.06486377
681,7.85595459
683,8.022327149
685,8.031339844
687,7.862240235
688,7.872880371
691,8.123990723
692,7.686261719
695,7.800414551
700,7.940460938
703,8.034685547
705,8.320059571
709,7.971791016
712,7.855214844
713,7.719429688
715,7.891664551
717,7.821200684
720,8.062453614
721,7.656046387
722,7.936011231
729,7.945276367
730,7.953136231
732,8.218525879
733,8.129553223
736,8.301374024
738,7.991328125
741,7.904239747
743,7.604708497
745,7.808300782
746,7.763055664
748,8.246595215
749,7.750283204
753,7.704115723
759,7.975782227
762,7.892577637
764,8.215773926
768,7.911824708
769,7.701931641
770,7.977553223
773,7.764103516
779,7.76659961
781,7.909859376
784,7.934977051
785,7.846624756
791,7.694191407
793,7.535086426
794,8.062779785
801,7.992190918
805,7.99365918
810,8.000453125
811,7.909559571
814,7.743899903
818,7.750286133
821,7.865865235
824,8.031655274
826,7.776019532
828,7.823595215
831,7.645664551
832,7.742108399
833,7.900171875
835,7.798432617
838,7.982691895
839,8.056585938
842,7.693301758
845,7.865689454
846,7.89500879
848,8.016364747
852,7.90935254
857,8.000118653
863,7.911629395
864,7.996350098
865,7.969498047
869,7.926791992
870,8.075014161
871,7.613816407
873,7.719866211
874,7.632152344
875,7.925182129
877,7.93959961
878,7.661668458
879,8.024169922
881,7.904404297
882,7.543178711
883,7.961087891
884,7.850828125
885,7.914353028
887,7.972411133
889,7.871171387
892,7.580781251
893,7.414195068
897,7.828375489
901,7.885304199
905,8.003622071
908,7.727979004
911,7.694331543
914,8.129218262
916,7.97481543
928,7.686801758
934,7.597449708
936,7.877202149
938,7.886597168
939,8.050903321
941,7.678727051
942,7.670202149
943,7.627802735
945,7.696362305
947,8.01969043
961,7.637092774
965,7.701400391
967,7.841648438
970,7.648562989
971,7.570765137
974,8.123684082
983,7.899830567
984,8.28481543
987,7.974029786
989,8.015263184
991,7.568771485
992,7.691163086
994,7.990074219
997,8.011778321
1005,7.877050293
1006,7.913427246
1008,7.926314942
1009,7.781634766
1010,8.420693848
1011,7.534623047
1012,7.73448584
1018,8.185704102
1025,7.996875977
1027,7.862428223
1030,8.009328614
1031,7.963988282
1032,7.933119141
1033,8.010376465
1034,8.055149415
1035,7.820042969
1036,7.618689942
1037,7.755573242
1038,7.878927246
1039,8.162779297
1041,7.925612793
1043,7.962523926
1044,7.658198243
1045,7.703308594
1046,7.842986328
1048,7.939921387
1049,7.74676709
1050,7.850021485
1055,7.55420459
1057,7.583890137
1059,7.591070801
1064,8.328203614
1065,8.143383789
1069,7.979062989
1075,7.625773926
1076,8.162922852
1077,7.989593262
1079,8.019344727
1081,7.676416993
1083,7.977377442
1086,7.687435059
1087,8.169515137
1088,7.766974121
1090,7.837976563
1091,7.794974122
1092,7.932436036
1099,7.854158204
1101,7.59275293
1103,7.66031543
1106,7.858503907
1107,7.751161133
1108,7.862969727
1111,8.208916993
1113,7.813167481
1114,8.147281739
1117,7.815367188
1121,7.781338868
1123,7.686271485
1127,7.73303418
1128,7.570463379
1129,8.159674317
1134,8.197700684
1135,7.846100098
1136,7.760945801
1137,8.067600586
1144,8.094438477
1147,7.723461914
1148,8.018355469
1150,7.777910645
1152,7.782368653
1153,8.386226075
1154,7.910615723
1157,7.825488282
1163,7.72848291
1168,8.178736329
1175,8.241231934
1176,8.152766602
1179,7.656516114
1180,7.769669922
1185,7.682557617
1188,7.66429004
1193,7.858586426
1195,7.736111817
1196,7.675299317
1197,8.27847168
1207,7.77195166
1208,7.827302247
1209,7.759878907
1210,7.99202002
1211,7.798056641
1215,7.989119141
1217,7.910896973
1218,7.786450196
1224,7.86625293
1225,7.765390137
1230,8.14078418
1235,7.967476075
1237,7.729801758
1239,7.690562012
1240,7.64081543
1247,8.051762696
1248,7.665686524
1250,7.970211426
1251,8.037646973
1252,7.8379292
1263,7.801187012
1265,7.924848145
1270,7.796336426
1274,7.942383789
1275,7.954948731
1278,7.884434083
1281,7.728166016
1282,8.16959961
1283,8.078292481
1285,8.001083008
1286,7.64039795
1287,8.134024414
1289,7.89313379
1290,8.077586914
1293,7.651650391
1294,7.88463916
1298,7.901538086
1301,8.298503907
1303,7.949958008
1306,7.655064942
1310,7.562358399
1314,8.414512696
1316,7.823459473
1324,7.704305176
1330,7.819924317
1332,7.946783203
1333,7.915230958
1334,8.136833985
1336,7.774205079
1338,7.778517579
1339,7.59865918
1343,8.166592285
1347,7.934259278
1349,8.046916992
1354,8.124772949
1355,8.078083497
1358,7.677401367
1360,7.69078711
1361,8.497294922
1364,8.071684571
1365,7.652456055
1371,7.736670899
1388,8.020297852
1390,7.851434083
1393,8.134860352
1395,7.914938965
1409,7.910739746
1412,7.902231934
1414,8.302353516
1415,7.960415039
1417,7.582108399
1422,7.820491211
1423,7.76473584
1424,7.762572266
1425,7.743701661
1427,7.814875489
1435,7.879631348
1436,7.724513184
1438,7.87044336
1440,8.02292334
1444,7.71845752
1445,7.762133301
1449,8.010189453
1450,8.273945313
1451,8.106968262
1452,7.796036621
1454,8.093894532
1455,8.074890625
1457,8.106660645
1458,7.645309082
1461,7.723052735
1462,7.989208008
1463,8.356839356
1465,7.957299317
1468,7.856221192
1471,8.145762696
1473,7.978240723
1475,8.223069825
1477,7.800592286
1478,7.917918946
1481,7.912831055
1483,7.874732422
1484,8.046415528
1485,7.83622168
1486,8.038452637
1490,7.756797852
1491,7.901418458
1492,7.964521973
1494,8.019993165
1497,7.746411621
1501,7.979936524
1502,7.862257325
1505,7.934421387
1507,8.056242676
1508,7.556148194
1511,8.016001465
1513,7.926182618
1515,8.147576172
1518,8.07339795
1525,7.905141114
1530,7.597737793
1533,7.827208497
1538,7.769303711
1539,8.091937989
1540,8.049252442
1541,7.910663086
1542,8.063413574
1544,8.187247559
1547,7.680817871
1548,7.929062989
1549,7.886437012
1550,7.785815918
1553,7.931045899
1555,7.769072754
1558,8.146192872
1560,8.014652344
1566,7.509065918
1567,7.79903711
1568,7.40050586
1569,7.826476563
1571,7.965570801
1577,8.111456543
1578,8.411642579
1579,7.572104004
1585,7.892870117
1587,8.097774415
1588,7.89067627
1590,7.911856934
1591,8.31241504
1592,7.844430176
1595,8.145212403
1596,8.081229004
1597,8.104024415
1598,7.875303711
1599,7.859508301
1604,7.794047852
1606,8.082218262
1608,7.823623047
1611,7.858991211
1614,7.721158203
1615,7.987581543
1616,7.999387696
1617,7.941904297
1621,8.226783692
1623,8.196361817
1624,7.714360352
1628,7.955891602
1629,8.107431153
1630,7.584780762
1632,7.860879883
1633,7.906154297
1635,7.823112793
1636,8.010082032
1638,7.583890625
1641,8.13456543
1642,7.840269043
1644,7.714223633
1646,7.722217286
1648,8.083118653
1650,7.863104493
1651,8.111830078
1654,7.758572266
1656,7.980444336
1660,7.948931153
1662,7.950299317
1663,7.838589844
1669,7.925326172
1671,8.029928711
1672,8.175483887
1673,8.004383301
1676,7.986413574
1679,8.023060547
1689,7.848739747
1690,7.67869336
1691,7.757824219
1692,8.407424805
1696,7.651489747
1699,7.712110352
1700,7.771231934
1701,7.933017578
1703,7.804439453
1704,7.768218262
1705,8.024774414
1706,7.847499512
1707,7.93222754
1708,7.892626465
1709,7.705436524
1714,7.821666016
1717,7.950309571
1718,7.762114258
1719,7.534440918
1721,8.412837891
1722,7.951573731
1723,7.823733399
1724,7.627279297
1726,8.078341309
1727,7.689129395
1735,8.511146485
1737,7.885518555
1741,7.794543457
1753,7.539832032
1757,7.848887696
1758,7.952555665
1763,7.657081055
1765,8.021982422
1767,7.742278809
1773,8.007272461
1775,8.188171387
1776,7.498837891
1777,8.029577637
1783,7.820394532
1788,7.953810547
1795,8.251161133
1799,7.861312012
1800,7.883278321
1801,7.895480469
1802,7.972049317
1805,8.13665918
1806,7.731956543
1810,7.987744629
1811,7.737205078
1812,8.019211914
1813,7.614971192
1815,7.588576172
1817,7.798196534
1819,7.808876953
1823,7.964003418
1824,7.992848633
1828,7.625064453
1829,7.860636719
1833,8.193684083
1834,7.549161622
1838,7.924626465
1841,8.120456055
1844,7.826142579
1845,7.92444336
1848,7.900417969
1852,8.01882666
1853,8.393357422
1854,7.831742676
1855,8.069587891
1860,7.930480958
1861,7.978054199
1862,7.932980957
1865,7.832834961
1866,7.853733399
1868,7.789373047
1871,7.868932617
1873,7.959046876
1874,7.893294922
1878,7.708532227
1881,7.877682618
1882,7.711403321
1884,8.175572754
1886,8.045190918
1887,8.190978516
1891,8.099957032
1892,7.876524903
1893,7.722141602
1895,7.917084961
1897,7.855734375
1899,7.906178711
1900,8.156025879
1902,7.353556153
1908,7.774621582
1910,7.718501465
1911,8.070946778
1912,7.992438477
1915,7.716745118
1918,7.723770508
1920,7.810132813
1923,7.843025879
1927,7.951356934
1930,7.913973145
1932,7.604868653
1934,8.030968262
1935,8.218292481
1936,7.706212891
1938,7.790001954
1945,8.090300293
1946,7.907383301
1949,7.893302735
1950,8.104573242
1951,7.670712403
1954,7.818690918
1956,7.652496583
1957,8.17986377
1964,7.764092285
1966,8.040046387
1970,7.885130372
1972,7.946698731
1977,7.712650879
1978,7.760556153
1979,7.922331055
1982,7.77775879
1983,7.822473145
1984,7.478563477
1987,7.665965332
1989,7.774720703
1990,8.001237793
1991,7.929424805
1994,7.75041211
1995,7.652208985
1997,7.726578125
2002,8.044419922
2003,7.93787793
2005,7.940164551
2009,7.721741211
2014,7.933742188
2015,8.044744141
2018,7.953952149
2020,8.134260743
2022,7.906022949
2027,8.160375489
2030,7.66798877
2032,7.761342774
2034,7.722843262
2035,8.145378418
2044,8.163586915
2050,7.764972168
2056,7.591495606
2057,7.990605469
2058,7.859271973
2062,8.098358887
2064,8.208591309
2067,8.271293946
2071,7.866813477
2072,7.872751954
2077,7.951635254
2081,7.803861328
2086,7.726172364
2090,8.157229981
2091,7.637505372
2093,8.206522461
2095,7.9455542
2097,7.889414551
2100,7.68226709
2101,8.350189942
2103,7.870447754
